DIRECTORIO;SECUENCIA_P;SECUENCIA_ENCUESTA;P3053;P3095;P3096;P3097;P3098;P3054;P3055;P469;CLASE_TE;COD_DEPTO;AREA;F_EXP
5301207;1;1;4;;;;1;;;;1;66;66;24.365671187707500
5301207;1;4;1;1;;;;1;1;2;1;66;66;24.365671187707500
5301208;1;8;3;;;1;;;;;1;66;66;16.827157396292500
5301209;1;2;4;;;;1;;;;1;66;66;28.171718980029300
5301212;1;2;1;1;;;;1;1;2;1;66;66;37.776004271832000
5301216;1;1;4;;;;2;1;;1;1;66;66;32.023603651904200
5301236;1;3;5;;;;;1;1;1;1;68;68;43.088394332712500
5301242;1;2;2;;3;;;1;4;1;1;68;68;60.665286351364700
5301253;1;1;1;1;;;;1;3;2;1;11;11;320.516668968934000
5301253;1;2;1;2;;;;1;3;2;1;11;11;320.516668968934000
5301255;1;2;1;2;;;;1;1;2;1;11;11;308.803316847218000
5301260;1;1;4;;;;2;1;;1;1;05;05;120.687786526531000
5301266;1;1;5;;;;;1;3;1;1;05;05;106.313332397661000
5301267;1;1;3;;;1;;;;;1;05;05;104.636287938765000
5301268;1;1;4;;;;2;1;;1;1;05;05;119.676703447499000
5301268;1;2;2;;1;;;1;3;1;1;05;05;119.676703447499000
5301278;1;1;1;2;;;;1;1;1;1;44;44;4.471623103937690
5301279;1;1;2;;1;;;1;3;1;1;44;44;14.103408481556900
5301280;1;1;4;;;;1;;;;1;44;44;6.979342016723110
5301286;1;2;1;2;;;;1;3;2;1;05;05;94.578646983495800
5301287;1;4;1;2;;;;1;4;2;1;05;05;75.108055683413200
5301306;1;2;1;2;;;;1;4;1;1;68;68;16.771264139067000
5301307;1;1;1;2;;;;1;1;2;1;23;23;8.522514320816910
5301311;1;5;3;;;1;;;;;1;23;23;8.522514320816910
5301333;1;1;2;;2;;;1;4;1;1;05;05;125.348095303711000
5301342;1;1;5;;;;;1;1;1;1;73;73;12.340024659742100
5301348;1;1;3;;;1;;;;;1;17;17;19.757378437916300
5301349;1;2;5;;;;;1;1;2;1;23;23;8.886020790090910
5301366;1;1;1;2;;;;1;3;1;1;54;54;44.577334731488000
5301368;1;2;6;;;;;;;;1;54;54;36.547315967246700
5301372;1;1;1;2;;;;1;4;1;1;23;23;8.522514320816910
5301375;1;2;5;;;;;1;3;1;1;23;23;8.522514320816910
5301376;1;1;6;;;;;;;;1;23;23;8.522514320816910
5301377;1;1;6;;;;;;;;1;23;23;23.099199491958000
5301380;1;4;4;;;;1;;;;1;23;23;8.522514320816910
5301381;1;2;5;;;;;1;2;1;1;23;23;17.124020343496600
5301386;1;1;3;;;1;;;;;1;50;50;18.663011706248100
5301389;1;1;2;;1;;;1;3;1;1;50;50;12.560527055584400
5301399;1;1;2;;1;;;1;3;1;1;50;50;18.461193010222100
5301413;1;1;1;2;;;;1;1;2;1;05;05;119.651991680870000
5301416;1;2;5;;;;;1;2;1;1;05;05;92.445675472951600
5301420;1;1;4;;;;2;1;;1;1;05;05;117.896759340243000
5301420;1;2;3;;;1;;;;;1;05;05;117.896759340243000
5301430;1;1;4;;;;2;1;;1;1;11;11;286.960430244408000
5301436;1;1;5;;;;;1;1;1;1;11;11;265.056637009002000
5301441;1;3;1;2;;;;1;1;2;1;11;11;226.740888820916000
5301446;1;1;6;;;;;;;;1;44;44;9.501382728616080
5301450;1;3;4;;;;1;;;;1;50;50;29.107613848619700
5301451;1;5;4;;;;1;;;;1;50;50;11.048361783385100
5301452;1;2;4;;;;1;;;;1;50;50;25.312039630452500
5301455;1;2;2;;1;;;1;1;1;1;50;50;21.172018685804400
5301460;1;2;5;;;;;1;2;1;1;73;73;18.553700215310800
5301464;1;2;4;;;;2;1;;1;1;73;73;12.340024659742100
5301469;1;1;6;;;;;;;;1;73;73;35.673682071913400
5301471;1;2;1;2;;;;1;3;1;1;73;73;29.199161087853600
5301473;1;6;4;;;;1;;;;1;73;73;12.340024659742100
5301473;1;8;4;;;;2;1;;1;1;73;73;12.340024659742100
5301473;1;9;4;;;;1;;;;1;73;73;12.340024659742100
5301474;1;3;1;2;;;;1;4;2;1;73;73;25.928022026391000
5301475;1;2;1;2;;;;1;1;2;1;73;73;21.241293447971700
5301478;1;1;2;;1;;;1;3;1;1;73;73;23.478154537826100
5301484;1;2;2;;1;;;1;1;1;1;05;05;70.530894200694700
5301497;1;2;2;;1;;;1;3;1;1;05;05;99.279336504664200
5301511;1;2;1;2;;;;1;3;2;1;05;05;106.692906589147000
5301512;3;4;1;2;;;;1;1;1;1;05;05;97.904521999063300
5301543;1;1;7;;;;;1;4;1;1;41;41;25.440804181156800
5301544;1;2;2;;2;;;1;3;1;1;41;41;24.855398140166600
5301561;1;1;3;;;2;;;;;1;41;41;13.880576645408500
5301564;1;1;1;1;;;;1;3;2;1;41;41;13.880576645408500
5301569;1;1;2;;1;;;1;3;1;1;41;41;15.665142581046200
5301569;1;2;2;;1;;;1;3;1;1;41;41;15.665142581046200
5301572;1;8;8;;;;;;;;1;50;50;11.048361783385100
5301574;1;2;2;;1;;;1;3;1;1;50;50;20.186812864554000
5301586;1;3;3;;;1;;;;;1;44;44;4.860359267890550
5301588;1;1;2;;1;;;1;3;1;1;44;44;7.590756404865810
5301589;1;2;1;1;;;;1;4;2;1;44;44;11.668016006302500
5301593;1;1;3;;;1;;;;;1;44;44;7.051704240778450
5301606;1;1;2;;3;;;1;4;1;1;15;15;10.647108041272100
5301606;1;2;1;1;;;;1;4;2;1;15;15;10.647108041272100
5301613;1;1;5;;;;;1;1;1;1;88;88;5.488634583607300
5301616;1;1;5;;;;;1;1;1;1;88;88;4.751657603406350
5301624;1;1;3;;;1;;;;;1;11;11;336.787252284849000
5301639;1;1;1;1;;;;1;1;1;1;20;20;17.575256627265900
5301644;1;1;1;1;;;;1;1;1;1;44;44;3.839584949913280
5301646;1;1;1;1;;;;1;4;2;1;44;44;5.599384261904250
5301653;1;1;1;1;;;;1;1;1;1;44;44;5.697640667048800
5301654;1;1;1;1;;;;1;1;1;1;44;44;6.425398060623680
5301680;1;1;3;;;2;;;;;1;54;54;35.491168734702900
5301681;1;1;1;2;;;;1;1;2;1;54;54;35.543510127793500
5301682;1;1;3;;;2;;;;;1;54;54;37.630635135361300
5301682;1;2;1;2;;;;1;2;1;1;54;54;37.630635135361300
5301692;1;1;3;;;1;;;;;1;17;17;23.678219040259000
5301709;1;1;2;;1;;;1;3;1;1;17;17;18.878821545103500
5301715;1;1;4;;;;1;;;;1;17;17;19.112363215290500
5301723;1;1;2;;1;;;1;3;1;1;44;44;4.644516571009040
5301727;1;6;2;;1;;;1;4;1;1;50;50;29.266695758952800
5301728;1;1;4;;;;2;1;;1;1;50;50;29.364492034635200
5301737;1;1;1;2;;;;1;3;2;1;17;17;21.058926366864700
5301748;1;1;5;;;;;1;1;1;1;41;41;12.952385108340600
5301758;1;1;5;;;;;1;1;1;1;88;88;4.173770065495110
5301759;1;1;1;1;;;;1;4;2;1;88;88;5.634442833067780
5301761;1;1;5;;;;;1;3;1;1;54;54;45.692802619358400
5301762;1;2;1;2;;;;1;1;2;1;54;54;42.385999503407700
5301763;1;1;1;2;;;;1;1;2;1;54;54;34.131624473328100
5301770;1;1;3;;;1;;;;;1;54;54;42.333658110317100
5301776;1;2;3;;;1;;;;;1;54;54;41.271901005635000
5301780;1;1;2;;2;;;1;3;1;1;54;54;36.308849465880600
5301780;1;2;3;;;1;;;;;1;54;54;36.308849465880600
5301783;1;1;1;2;;;;1;1;1;1;54;54;36.739383516778500
5301785;1;1;1;2;;;;1;3;2;1;08;08;48.198133741195800
5301787;1;1;1;2;;;;1;3;2;1;08;08;63.249760188972600
5301787;1;2;4;;;;1;;;;1;08;08;63.249760188972600
5301790;1;1;4;;;;1;;;;1;54;54;39.960187628578800
5301791;1;1;1;1;;;;1;1;1;1;54;54;40.212159820887300
5301796;1;1;1;2;;;;1;1;2;1;08;08;67.436101206467600
5301797;1;2;1;2;;;;1;3;1;1;08;08;60.445519870296700
5301799;1;1;1;1;;;;1;1;1;1;08;08;40.807224928027700
5301799;1;3;3;;;1;;;;;1;08;08;40.807224928027700
5301803;1;1;3;;;1;;;;;1;08;08;73.208868835078000
5301807;1;2;1;1;;;;1;1;1;1;08;08;63.905505509519800
5301809;1;1;1;2;;;;1;1;2;1;08;08;56.329788910526500
5301817;1;1;2;;4;;;1;4;1;1;23;23;16.288042440003300
5301827;1;1;3;;;1;;;;;1;50;50;12.554532810266000
5301829;1;1;1;2;;;;1;3;2;1;20;20;24.927632381864000
5301852;1;1;1;1;;;;1;1;2;1;18;18;7.944535803510050
5301875;1;1;6;;;;;;;;1;08;08;25.969478733480400
5301875;1;3;4;;;;1;;;;1;08;08;25.969478733480400
5301875;1;4;4;;;;1;;;;1;08;08;25.969478733480400
5301875;1;6;4;;;;1;;;;1;08;08;25.969478733480400
5301875;1;12;4;;;;1;;;;1;08;08;25.969478733480400
5301890;1;1;1;1;;;;1;4;1;1;11;11;322.559782347830000
5301894;1;4;4;;;;1;;;;1;11;11;265.056637009002000
5301898;1;2;3;;;1;;;;;1;11;11;228.215281964965000
5301930;1;1;3;;;1;;;;;1;20;20;13.531775329762700
5301932;1;1;4;;;;1;;;;1;20;20;22.538752254234500
5301934;1;1;1;2;;;;1;3;1;1;20;20;16.769914372141600
5301944;1;5;3;;;1;;;;;1;73;73;27.354273767643100
5301947;1;1;5;;;;;1;1;1;1;20;20;24.255462430531900
5301959;1;1;1;2;;;;1;4;2;1;20;20;9.719331957618580
5301961;1;1;3;;;1;;;;;1;20;20;15.168510528465400
5301971;1;2;1;1;;;;1;4;1;1;52;52;7.473611877837120
5301971;1;3;3;;;1;;;;;1;52;52;7.473611877837120
5301973;1;2;2;;4;;;1;4;1;1;52;52;12.654203011858200
5301973;1;3;5;;;;;1;3;1;1;52;52;12.654203011858200
5301974;1;1;3;;;1;;;;;1;15;15;10.647108041272100
5301976;1;1;3;;;1;;;;;1;52;52;17.610123813827800
5301979;1;2;4;;;;2;1;;1;1;52;52;16.741401458706500
5302020;1;4;1;2;;;;1;4;2;1;41;41;11.780560077015900
5302024;1;1;5;;;;;1;1;1;1;41;41;24.260603308723500
5302024;1;2;2;;1;;;1;1;1;1;41;41;24.260603308723500
5302029;1;1;1;2;;;;1;1;1;1;41;41;13.880576645408500
5302031;1;1;1;2;;;;1;1;2;1;41;41;19.665384808509000
5302069;1;1;3;;;2;;;;;1;52;52;18.251183583213300
5302072;1;3;3;;;1;;;;;1;52;52;9.822796518369500
5302072;1;5;1;2;;;;1;3;1;1;52;52;9.822796518369500
5302077;1;1;4;;;;1;;;;1;52;52;19.854956910469300
5302079;1;4;2;;3;;;1;3;1;1;20;20;11.649503216517700
5302080;1;1;1;2;;;;1;4;1;1;20;20;21.094263939213500
5302081;1;1;3;;;1;;;;;1;20;20;10.045064946307500
5302086;1;1;1;2;;;;1;1;1;1;23;23;34.090057283267500
5302087;1;1;3;;;1;;;;;1;15;15;8.936085635646080
5302088;1;1;2;;1;;;1;3;1;1;15;15;10.706543982757000
5302094;1;1;5;;;;;1;3;1;1;41;41;18.615838404498300
5302097;1;2;3;;;1;;;;;1;08;08;59.168905914073400
5302099;1;1;3;;;1;;;;;1;08;08;59.273403129120700
5302099;1;2;3;;;1;;;;;1;08;08;59.273403129120700
5302102;1;4;3;;;1;;;;;1;08;08;53.599822194427000
5302104;1;2;1;1;;;;1;4;1;1;08;08;48.248080040621400
5302106;1;1;3;;;1;;;;;1;08;08;45.702468914872600
5302106;1;2;1;2;;;;1;3;2;1;08;08;45.702468914872600
5302107;1;1;5;;;;;1;3;1;1;08;08;45.868727758414800
5302110;1;3;3;;;1;;;;;1;08;08;41.877523087612800
5302111;1;1;2;;1;;;1;1;1;1;08;08;59.168905914073400
5302113;1;2;1;2;;;;1;1;2;1;08;08;46.649468332543100
5302114;1;1;2;;1;;;1;1;1;1;08;08;54.987553572376400
5302114;1;2;5;;;;;1;1;1;1;08;08;54.987553572376400
5302120;1;2;2;;3;;;1;3;1;1;54;54;40.510805620488100
5302121;1;1;3;;;2;;;;;1;54;54;29.202887307971100
5302126;1;1;4;;;;1;;;;1;54;54;51.820652420079300
5302130;1;1;1;1;;;;1;1;1;1;08;08;45.584828109364900
5302131;1;1;6;;;;;;;;1;08;08;64.116826363225500
5302132;1;1;1;2;;;;1;1;2;1;08;08;52.265967242405900
5302132;1;3;1;2;;;;1;1;2;1;08;08;52.265967242405900
5302133;1;2;3;;;1;;;;;1;08;08;60.468413436741700
5302134;1;1;3;;;1;;;;;1;08;08;49.314530334237000
5302135;1;1;4;;;;2;1;;1;1;08;08;63.774592315461500
5302138;1;1;1;2;;;;1;1;2;1;08;08;48.248080040621400
5302138;1;3;5;;;;;1;1;1;1;08;08;48.248080040621400
5302151;1;1;2;;1;;;1;3;1;1;15;15;9.530383542412250
5302152;1;1;2;;2;;;1;3;1;1;15;15;7.917362416894180
5302171;1;1;6;;;;;;;;1;41;41;19.665384808509000
5302194;1;1;1;2;;;;1;3;2;1;54;54;39.477157231001600
5302199;1;1;1;1;;;;1;4;1;1;08;08;50.813718520264300
5302203;1;1;2;;1;;;1;3;1;1;08;08;43.870297072798500
5302204;1;1;1;1;;;;1;4;1;1;08;08;52.713966045888600
5302207;1;1;4;;;;1;;;;1;08;08;55.894599064450000
5302208;1;1;3;;;1;;;;;1;08;08;62.837795454489700
5302209;1;1;4;;;;1;;;;1;08;08;42.622470343388300
5302209;1;2;7;;;;;1;1;1;1;08;08;42.622470343388300
5302210;1;1;1;2;;;;1;1;2;1;08;08;55.894599064450000
5302211;1;1;1;2;;;;1;5;1;1;08;08;61.893244246919900
5302211;1;2;8;;;;;;;;1;08;08;61.893244246919900
5302213;1;1;2;;1;;;1;3;1;1;54;54;40.655518548512500
5302215;1;1;1;1;;;;1;4;1;1;54;54;36.256508072790000
5302236;1;5;3;;;1;;;;;1;08;08;45.746265149457500
5302239;1;1;1;2;;;;1;1;1;1;11;11;315.708641641396000
5302245;1;2;4;;;;2;1;;1;1;11;11;276.567710861358000
5302248;1;1;4;;;;1;;;;1;11;11;194.818265695049000
5302251;1;1;3;;;1;;;;;1;08;08;64.388080301727500
5302254;1;1;1;1;;;;1;1;1;1;11;11;227.522081607539000
5302261;1;2;2;;1;;;1;3;1;1;11;11;318.244303988209000
5302264;1;5;1;2;;;;1;1;2;1;11;11;130.369931784750000
5302269;1;6;4;;;;1;;;;1;11;11;132.356329454319000
5302288;1;2;5;;;;;1;1;1;1;08;08;25.969478733480400
5302288;1;7;4;;;;1;;;;1;08;08;25.969478733480400
5302288;1;8;4;;;;1;;;;1;08;08;25.969478733480400
5302292;1;1;3;;;1;;;;;1;08;08;72.117933668454400
5302293;1;1;1;2;;;;1;5;2;1;08;08;51.142156544738600
5302295;1;1;1;2;;;;1;3;1;1;08;08;47.003545145228500
5302295;1;3;4;;;;2;1;;1;1;08;08;47.003545145228500
5302296;1;1;2;;1;;;1;1;1;1;08;08;44.375752304746000
5302303;1;4;4;;;;2;1;;1;1;08;08;57.174759499960900
5302308;1;1;4;;;;1;;;;1;08;08;39.844918522228800
5302308;1;5;4;;;;1;;;;1;08;08;39.844918522228800
5302313;1;7;3;;;1;;;;;1;08;08;32.254376815279500
5302316;1;1;3;;;1;;;;;1;08;08;65.197962390008100
5302321;1;1;5;;;;;1;1;1;1;08;08;47.486119937436200
5302322;1;1;4;;;;1;;;;1;08;08;48.912901265360100
5302322;1;6;4;;;;1;;;;1;08;08;48.912901265360100
5302323;1;1;3;;;1;;;;;1;08;08;66.323986057785600
5302331;1;2;1;2;;;;1;1;2;1;08;08;52.579756073292700
5302340;1;1;1;2;;;;1;3;1;1;08;08;47.738095525082500
5302342;1;2;5;;;;;1;3;1;1;08;08;63.028199170686100
5302343;1;2;2;;1;;;1;3;1;1;08;08;52.095423071001300
5302345;1;2;1;2;;;;1;1;2;1;08;08;40.092457403863400
5302346;1;1;1;1;;;;1;3;1;1;08;08;63.905505509519800
5302346;1;2;3;;;1;;;;;1;08;08;63.905505509519800
5302348;1;3;1;2;;;;1;3;2;1;08;08;52.993543723976600
5302349;1;1;3;;;1;;;;;1;08;08;49.688825580888300
5302349;1;2;1;2;;;;1;3;1;1;08;08;49.688825580888300
5302357;1;1;4;;;;2;1;;1;1;08;08;41.092334839129400
5302357;1;3;2;;1;;;1;4;1;1;08;08;41.092334839129400
5302358;1;1;4;;;;1;;;;1;08;08;48.947751620557600
5302358;1;2;3;;;1;;;;;1;08;08;48.947751620557600
5302360;1;3;3;;;1;;;;;1;08;08;47.680470447834200
5302361;1;3;1;2;;;;1;4;2;1;08;08;52.713966045888600
5302371;1;2;3;;;1;;;;;1;08;08;63.905505509519800
5302372;1;2;3;;;1;;;;;1;08;08;49.289068907819400
5302374;1;1;3;;;1;;;;;1;08;08;55.412024272242300
5302374;1;2;3;;;1;;;;;1;08;08;55.412024272242300
5302378;1;1;5;;;;;1;1;2;1;08;08;52.446821486641000
5302382;1;1;3;;;1;;;;;1;20;20;23.207573977817500
5302384;1;1;1;2;;;;1;4;1;1;20;20;28.331019559975500
5302385;1;2;5;;;;;1;1;1;1;20;20;19.218330770669900
5302389;1;1;3;;;2;;;;;1;20;20;22.408392819299900
5302391;1;1;4;;;;1;;;;1;20;20;19.804186799706100
5302391;1;2;2;;1;;;1;3;1;1;20;20;19.804186799706100
5302392;1;1;3;;;1;;;;;1;20;20;19.457528740510800
5302395;1;1;1;1;;;;1;1;1;1;20;20;16.930306981559500
5302412;1;3;3;;;1;;;;;1;63;63;13.253590178588200
5302421;1;1;8;;;;;;;;1;63;63;7.502924589764590
5302433;1;1;2;;1;;;1;3;1;1;50;50;25.227739956358700
5302437;1;2;1;2;;;;1;4;2;1;88;88;3.779765157354700
5302438;1;2;3;;;1;;;;;1;88;88;4.570609709382660
5302439;1;1;5;;;;;1;1;1;1;88;88;4.751657603406350
5302439;1;2;3;;;1;;;;;1;88;88;4.751657603406350
5302458;1;1;3;;;2;;;;;1;63;63;12.739782332696700
5302460;1;1;1;2;;;;1;1;2;1;63;63;12.091423902046800
5302463;1;2;2;;1;;;1;3;1;1;63;63;7.222695936781810
5302463;1;6;3;;;1;;;;;1;63;63;7.222695936781810
5302472;1;2;5;;;;;1;1;1;1;66;66;28.171718980029300
5302473;1;1;2;;1;;;1;3;1;1;66;66;37.776004271832000
5302476;1;1;3;;;1;;;;;1;66;66;33.946155188804500
5302480;1;2;2;;1;;;1;3;1;1;05;05;123.699611989855000
5302482;1;5;3;;;1;;;;;1;05;05;48.141225958199800
5302489;1;1;1;2;;;;1;1;2;1;05;05;112.109441638937000
5302496;1;1;5;;;;;1;1;1;1;66;66;28.539314729739600
5302499;1;2;1;1;;;;1;3;1;1;63;63;12.885897725134900
5302500;1;3;2;;1;;;1;3;1;1;63;63;8.958684012597000
5302502;2;1;4;;;;1;;;;1;63;63;4.378733315329380
5302504;1;2;2;;2;;;1;3;1;1;63;63;13.866788729864400
5302512;1;1;3;;;1;;;;;1;63;63;11.226221012128200
5302514;1;1;1;2;;;;1;1;2;1;63;63;14.093448424917500
5302514;1;2;8;;;;;;;;1;63;63;14.093448424917500
5302519;1;2;1;1;;;;1;3;1;1;66;66;36.604876707669400
5302526;1;2;5;;;;;1;3;1;1;20;20;20.203777378965000
5302547;1;5;3;;;1;;;;;1;73;73;12.340024659742100
5302552;1;1;4;;;;2;1;;1;1;73;73;31.318609335236500
5302558;1;2;2;;1;;;1;1;1;1;73;73;22.616921672310100
5302566;1;1;1;2;;;;1;4;2;1;20;20;8.959859948361830
5302572;1;1;3;;;1;;;;;1;20;20;17.169504951400500
5302614;1;1;6;;;;;;;;2;68;;106.213392842911000
5302614;1;2;2;;1;;;1;4;1;2;68;;106.213392842911000
5302617;1;1;1;1;;;;1;1;1;2;68;;122.505936574339000
5302621;1;3;1;2;;;;1;6;2;1;05;05;103.610496280441000
5302635;1;1;1;1;;;;1;3;1;1;19;19;9.855960490868500
5302644;1;1;1;1;;;;1;1;2;1;19;19;14.311835736863800
5302646;1;1;1;1;;;;1;1;1;1;19;19;13.984471702830800
5302646;1;2;2;;4;;;1;3;1;1;19;19;13.984471702830800
5302652;1;1;1;2;;;;1;3;2;1;19;19;16.084859636531600
5302655;1;2;1;1;;;;1;1;2;1;73;73;32.694394290128100
5302656;1;3;3;;;2;;;;;1;17;17;14.278717025264500
5302665;1;2;1;2;;;;1;1;2;1;11;11;132.356329454319000
5302667;1;1;5;;;;;1;1;1;1;11;11;367.289933242028000
5302667;1;2;1;2;;;;1;1;2;1;11;11;367.289933242028000
5302671;1;1;4;;;;2;1;;1;1;11;11;140.761259076540000
5302673;1;1;3;;;2;;;;;1;11;11;268.662023497011000
5302674;1;2;2;;1;;;1;3;1;1;11;11;368.071126028650000
5302716;1;2;3;;;1;;;;;2;68;;215.143085626764000
5302728;1;1;2;;1;;;1;3;1;1;52;52;11.248810184713500
5302747;1;2;1;2;;;;1;3;2;1;11;11;336.108707548054000
5302763;1;3;1;2;;;;1;1;2;1;11;11;252.189161911735000
5302765;1;1;2;;1;;;1;1;1;1;11;11;429.375253780085000
5302773;2;1;3;;;1;;;;;1;11;11;436.374776662285000
5302776;1;3;3;;;1;;;;;1;11;11;313.742397122814000
5302780;1;1;4;;;;2;1;;1;1;11;11;318.244303988209000
5302791;1;2;6;;;;;;;;1;27;27;7.830662204340600
5302795;1;2;4;;;;1;;;;1;27;27;5.711196747179920
5302799;1;2;6;;;;;;;;1;27;27;3.352894218287750
5302804;1;1;5;;;;;1;2;2;1;70;70;4.775392298197770
5302805;1;3;4;;;;1;;;;1;70;70;7.926318763907290
5302805;1;4;4;;;;1;;;;1;70;70;7.926318763907290
5302806;1;1;4;;;;1;;;;1;70;70;8.719496556073410
5302808;1;1;2;;3;;;1;3;1;1;52;52;17.085712547390000
5302809;1;2;2;;1;;;1;3;1;1;52;52;7.473611877837120
5302810;1;1;2;;2;;;1;4;1;1;52;52;16.947974700693300
5302819;1;1;3;;;1;;;;;1;17;17;19.112363215290500
5302833;1;1;1;1;;;;1;3;1;1;73;73;33.788357832080300
5302846;1;1;1;1;;;;1;3;1;1;73;73;40.566492740983600
5302853;1;3;1;2;;;;1;1;2;1;11;11;275.786518074735000
5302857;1;2;1;1;;;;1;1;2;1;11;11;348.500604406565000
5302886;1;1;3;;;1;;;;;1;66;66;38.268920540846700
5302894;1;1;4;;;;2;1;;1;1;73;73;23.154659604703500
5302895;1;2;4;;;;1;;;;1;73;73;31.318609335236500
5302897;1;2;6;;;;;;;;1;70;70;5.209745136964310
5302898;1;1;1;1;;;;1;1;1;1;70;70;11.281203487658500
5302899;1;2;1;1;;;;1;1;2;1;70;70;12.392673775435500
5302901;1;1;3;;;1;;;;;1;70;70;9.513849417437250
5302902;1;3;1;1;;;;1;2;2;1;70;70;5.009238381308500
5302902;1;5;3;;;1;;;;;1;70;70;5.009238381308500
5302903;1;1;3;;;1;;;;;1;70;70;8.351940796902660
5302903;1;4;5;;;;;1;1;2;1;70;70;8.351940796902660
5302906;1;3;8;;;;;;;;1;70;70;11.853014785070500
5302908;1;1;1;1;;;;1;1;2;1;70;70;11.281203487658500
5302912;1;3;1;1;;;;1;4;2;1;52;52;8.326052836730360
5302916;1;1;1;2;;;;1;1;2;1;27;27;7.990392296093130
5302919;1;2;1;2;;;;1;1;1;1;27;27;5.793165357391040
5302938;1;2;3;;;1;;;;;1;70;70;7.442815945174760
5302943;1;1;5;;;;;1;3;1;1;70;70;7.729944214135260
5302947;1;2;4;;;;2;1;;2;1;70;70;10.741544497293500
5302949;1;1;1;2;;;;1;4;2;1;70;70;11.725661873966100
5302952;1;2;3;;;1;;;;;1;70;70;11.853014785070500
5302958;1;1;4;;;;2;1;;1;1;52;52;12.619824525565500
5302960;1;4;5;;;;;1;1;1;1;52;52;11.049078444062500
5302960;1;6;5;;;;;1;2;1;1;52;52;11.049078444062500
5302963;1;2;3;;;2;;;;;1;52;52;15.945135829899500
5302965;1;1;4;;;;1;;;;1;70;70;10.042380288776900
5302965;1;4;4;;;;1;;;;1;70;70;10.042380288776900
5302966;1;4;4;;;;1;;;;1;70;70;12.175850050358800
5302972;1;2;1;1;;;;1;4;1;1;52;52;13.923033408085500
5302973;1;2;3;;;1;;;;;1;52;52;6.933500680998810
5302974;1;1;6;;;;;;;;1;52;52;8.805061906913910
5302978;1;1;1;2;;;;1;4;2;1;70;70;9.833823430847830
5302978;1;2;3;;;1;;;;;1;70;70;9.833823430847830
5302984;1;4;1;1;;;;1;1;2;1;70;70;4.494348770567830
5302985;1;3;6;;;;;;;;1;70;70;8.359098703587660
5302986;1;1;6;;;;;;;;1;70;70;12.392673775435500
5302987;1;1;6;;;;;;;;1;70;70;14.558295844064600
5302989;1;1;1;2;;;;1;4;1;1;70;70;9.058648790782660
5302989;1;3;3;;;1;;;;;1;70;70;9.058648790782660
5302992;1;4;6;;;;;;;;1;70;70;11.097694404921500
5302994;1;3;1;2;;;;1;4;2;1;70;70;8.825579164286250
5302998;1;1;6;;;;;;;;1;70;70;8.719496556073410
5303002;1;1;1;2;;;;1;1;2;1;70;70;10.009933156910200
5303004;1;1;3;;;1;;;;;1;70;70;6.302929399031050
5303004;1;4;7;;;;;1;4;2;1;70;70;6.302929399031050
5303004;1;5;2;;1;;;1;3;1;1;70;70;6.302929399031050
5303006;1;1;3;;;1;;;;;1;70;70;8.719496556073410
5303008;1;1;3;;;1;;;;;1;70;70;11.281203487658500
5303018;1;1;3;;;1;;;;;1;70;70;13.162541140419300
5303020;1;6;6;;;;;;;;1;70;70;5.813322862745180
5303021;1;1;4;;;;2;1;;2;1;70;70;11.336071306499400
5303021;1;2;1;1;;;;1;1;2;1;70;70;11.336071306499400
5303022;1;2;3;;;1;;;;;1;70;70;8.825579164286250
5303040;1;1;1;1;;;;1;1;1;1;19;19;13.984471702830800
5303057;1;1;3;;;1;;;;;1;68;;280.788595587655000
5303057;1;2;5;;;;;1;1;1;1;68;;280.788595587655000
5303060;1;1;1;2;;;;1;1;2;1;19;19;12.040372537866500
5303061;1;1;1;1;;;;1;1;1;1;19;19;11.813396570824700
5303085;1;1;1;2;;;;1;4;2;1;19;19;9.087719542835750
5303090;1;1;2;;3;;;1;3;1;1;19;19;13.054925990255000
5303095;1;1;1;2;;;;1;3;1;1;19;19;13.650169586621300
5303109;1;1;3;;;1;;;;;1;76;76;99.478723656025000
5303110;1;1;1;1;;;;1;4;1;1;76;76;66.596960853342600
5303112;1;2;1;1;;;;1;1;2;1;76;76;78.497963955463000
5303112;1;3;1;1;;;;1;4;2;1;76;76;78.497963955463000
5303116;1;2;5;;;;;1;3;1;1;76;76;78.642947734111600
5303117;1;1;2;;3;;;1;3;2;1;76;76;75.465546965934700
5303121;2;1;1;2;;;;1;4;2;1;76;76;65.943884896954500
5303122;1;1;5;;;;;1;1;1;1;76;76;65.009090937655000
5303122;1;3;3;;;1;;;;;1;76;76;65.009090937655000
5303125;1;2;5;;;;;1;3;1;1;76;76;65.009090937655000
5303128;1;2;1;1;;;;1;4;2;1;76;76;66.596960853342600
5303131;1;1;1;2;;;;1;4;2;1;47;47;14.627482957604900
5303132;1;1;1;1;;;;1;3;2;1;47;47;15.149716584287000
5303134;1;2;3;;;1;;;;;1;47;47;16.412905391105500
5303142;1;2;1;2;;;;1;1;1;1;47;47;10.695776839653500
5303142;1;4;5;;;;;1;1;2;1;47;47;10.695776839653500
5303143;1;1;4;;;;1;;;;1;47;47;15.817764579938600
5303143;1;2;4;;;;1;;;;1;47;47;15.817764579938600
5303144;1;1;1;2;;;;1;1;1;1;47;47;16.111235797119000
5303144;1;3;1;2;;;;1;4;2;1;47;47;16.111235797119000
5303146;1;1;1;2;;;;1;5;1;1;47;47;16.412905391105500
